participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.wealth,participant.comprehension_check,participant.comprehension_check1,participant.comprehension_check2,participant.manipulation_check,participant.human_check,participant.feedback,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,session.config.name,deception.1.player.id_in_group,deception.1.player.role,deception.1.player.payoff,deception.1.player.comprehension_check1,deception.1.player.comprehension_check2,deception.1.player.human_check,deception.1.player.feedback,deception.1.group.id_in_subsession,deception.1.group.message,deception.1.group.choice,deception.1.subsession.round_number,fdeception.1.player.id_in_group,fdeception.1.player.role,fdeception.1.player.payoff,fdeception.1.player.comprehension_check1,fdeception.1.player.comprehension_check2,fdeception.1.player.human_check,fdeception.1.player.feedback,fdeception.1.group.id_in_subsession,fdeception.1.group.message,fdeception.1.group.choice,fdeception.1.subsession.round_number
8,di4tj14o,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:55:48.833832,1,,,5.0,,,,,,,,qxrwqou2,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,No specific feedback,4,2,2,1
9,kd0ta57g,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:55:48.677720,1,,,6.0,,,,,,,,qxrwqou2,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,The game was engaging and made me think strategically about how to communicate the benefits of the investments.,5,2,2,1
10,oa6orvsg,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:55:46.733677,1,,,5.0,,,,,,,,qxrwqou2,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,This was an interesting experiment. It would be helpful to understand more about how the advice from the accountant impacts decisions and trust between the parties involved.,5,2,2,1
1,f7l2sdxl,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.853675,1,,,6.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,1,,6.0,2,1,1,"The experiment was intriguing, with a thoughtful design on decision-making and influence strategies. It would be interesting to see how different messaging strategies impact participant choices differently.",1,2,2,1,,,,,,,,,,,
2,f8p7g9yr,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:55.771094,1,,,5.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback at this time.,1,2,2,1,,,,,,,,,,,
3,jb8eww02,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.849560,1,,,6.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,1,,6.0,2,1,1,No specific feedback.,2,2,2,1,,,,,,,,,,,
4,4kcaua9g,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:54.245522,1,,,5.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback,2,2,2,1,,,,,,,,,,,
5,3yns4cn7,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.852114,1,,,6.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,1,,6.0,2,1,1,No feedback,3,2,2,1,,,,,,,,,,,
6,6e6ypdc3,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.314242,1,,,5.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,2,,5.0,1,2,2,No specific feedback,3,2,2,1,,,,,,,,,,,
7,9ot2yfob,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.855792,1,,,6.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,1,,6.0,2,1,1,No specific feedback,4,2,2,1,,,,,,,,,,,
8,2qqrlf5q,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.344414,1,,,5.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback,4,2,2,1,,,,,,,,,,,
9,aziv5ehx,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:53.879896,1,,,5.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,1,,5.0,1,1,2,No specific feedback,5,1,1,1,,,,,,,,,,,
10,xvyvme0q,,0,6,6,deception,PayoffThanks,2024-05-01 01:56:55.448411,1,,,6.0,,,,,,,,uldkk1la,,,,,0,1.0,0.0,deception,2,,6.0,1,2,2,No specific feedback.,5,1,1,1,,,,,,,,,,,
1,5kws6eum,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:48.770395,1,,,6.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,2,1,1,Not applicable,1,2,2,1
2,7sfebknc,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:47.316550,1,,,5.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,2,2,1,No specific feedback.,1,2,2,1
3,263yxiu1,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:46.990185,1,,,5.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,5.0,1,1,1,,2,1,1,1
4,36jwkrla,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:48.934161,1,,,6.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,6.0,1,2,1,The experience was intriguing; suggestions for improvement could include clearer instructions on the impact of each investment choice.,2,1,1,1
5,o9i0k1br,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:47.150510,1,,,6.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,2,1,1,An interesting experiment that makes one ponder the strategic choices in corporate communication.,3,2,2,1
6,er2j05ha,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:46.869707,1,,,5.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,"The game was intriguing, encouraging strategic thinking. However, clarity on the points distribution for each choice would enhance decision-making.",3,2,2,1
7,qjiqensw,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:49.248383,1,,,6.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,No specific feedback,4,2,2,1
8,cinnbivo,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:47.318125,1,,,5.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,2,2,2,No feedback,4,2,2,1
9,ei4oiic8,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:46.988310,1,,,6.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,,5,2,2,1
10,k2g5rtsn,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:57:47.340825,1,,,5.0,,,,,,,,9moiq0ot,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,No specific feedback.,5,2,2,1
1,25j6goly,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.286099,1,,,5.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,1,,5.0,2,1,1,No feedback,1,1,1,1,,,,,,,,,,,
2,xngqwv1m,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:48.845127,1,,,6.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,2,,6.0,1,2,1,The experiment was intriguing. It highlighted how trust and decision-making can be influenced by limited information and interaction with others.,1,1,1,1,,,,,,,,,,,
3,didisbq2,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.700399,1,,,5.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,1,,5.0,2,1,1,The experiment was intriguing. It sheds light on how communication influences decision-making in economic games.,2,1,1,1,,,,,,,,,,,
4,6atfa2e4,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.188142,1,,,6.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,2,,6.0,1,2,1,No specific feedback.,2,1,1,1,,,,,,,,,,,
5,q720vp96,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.701682,1,,,6.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,1,,6.0,1,1,1,The experiment was intriguing. It provided insight into how communication can influence decision-making in a controlled setting.,3,2,2,1,,,,,,,,,,,
6,ansoohua,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.578652,1,,,5.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,"No specific feedback, but enjoyed the decision-making aspect.",3,2,2,1,,,,,,,,,,,
7,bv3qwyeo,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.014921,1,,,5.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,1,,5.0,2,1,1,,4,1,1,1,,,,,,,,,,,
8,bygovlx1,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:49.186735,1,,,6.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,2,,6.0,1,2,1,"The experiment was intriguing, and it highlighted the complexity of decision-making when one has limited information. It would be interesting to know the rationale behind Participant Aâ€™s choices and whether they were truthful or strategic.",4,1,1,1,,,,,,,,,,,
9,7fsaofmp,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:48.777349,1,,,6.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,1,,6.0,1,1,1,The instructions were clear and the task was engaging. It might be helpful to provide a brief summary or feedback at the end regarding the choices made by both participants.,5,2,2,1,,,,,,,,,,,
10,meancejw,,0,6,6,deception,PayoffThanks,2024-05-01 01:58:50.263211,1,,,5.0,,,,,,,,m4gaqt5o,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,This experiment provides insightful engagement into decision-making processes. Future experiments could possibly explore further the dynamics of trust and information asymmetry between participants.,5,2,2,1,,,,,,,,,,,
1,0ia53aax,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.756198,1,,,6.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,No specific feedback at this moment.,1,2,2,1
2,a4owsiv1,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.589831,1,,,5.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,The experiment presents an interesting exploration of decision-making and trust between different roles. It would be useful to know more about the accuracy of the accountant's advice and how often they are incentivized to be truthful or deceitful.,1,2,2,1
3,qtq5oxi0,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.592427,1,,,6.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,No specific feedback.,2,2,2,1
4,02tw6rsj,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.752904,1,,,5.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,2,2,1,"No specific feedback, but an interesting experiment!",2,2,2,1
5,wqc8r3tp,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.079811,1,,,6.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,2,1,1,No specific feedback,3,2,2,1
6,sawfg48e,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.751611,1,,,5.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,No feedback,3,2,2,1
7,ts2i5lde,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.326130,1,,,5.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,5.0,1,1,1,,4,1,1,1
8,jbw16nio,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.763794,1,,,6.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,6.0,1,2,1,This was an interesting experiment on decision making and trust between different roles.,4,1,1,1
9,8q1cwjzo,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.750016,1,,,5.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,5.0,1,1,1,"The instructions were clear, and the decision-making process was interesting. A suggestion would be to provide more scenarios for nuanced decision-making.",5,1,1,1
10,sqn2og46,,0,6,6,fdeception,PayoffThanks,2024-05-01 01:59:44.587835,1,,,6.0,,,,,,,,t4f20zu6,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,6.0,1,2,1,,5,1,1,1
1,4c4iqc24,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.373230,1,,,6.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,1,,6.0,1,1,1,The experiment presents an interesting look into decision-making and strategy in uncertain conditions. It would be beneficial to see the outcomes of different strategies employed by various participants.,1,2,2,1,,,,,,,,,,,
2,fn74vo72,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.210334,1,,,5.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback,1,2,2,1,,,,,,,,,,,
3,1cn62u9u,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.770985,1,,,6.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,1,,6.0,2,1,1,This was an interesting experiment that emphasizes decision making and strategy in a controlled environment.,2,2,2,1,,,,,,,,,,,
4,kps88exl,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:15.321027,1,,,5.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback.,2,2,2,1,,,,,,,,,,,
5,e1fa4cj3,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.768690,1,,,5.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,1,,5.0,2,1,1,The experiment provides an interesting look into strategic communication and decision making. It would be interesting to see more variations of the game to understand how different settings or messages may impact the outcomes.,3,1,1,1,,,,,,,,,,,
6,2wrikaq9,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.766923,1,,,6.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,2,,6.0,1,2,2,No specific feedback,3,1,1,1,,,,,,,,,,,
7,28n9nqlh,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.935262,1,,,6.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,1,,6.0,1,1,1,"The instructions were clear, and the decision-making aspect was interesting. Maybe more background on the purpose of the experiment could enhance participant understanding and involvement.",4,2,2,1,,,,,,,,,,,
8,dbat1s3p,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:15.158243,1,,,5.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback,4,2,2,1,,,,,,,,,,,
9,7cs6d2ui,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:14.937439,1,,,6.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,1,,6.0,2,1,1,The experiment was engaging and made me think about strategies for communication and decision-making.,5,2,2,1,,,,,,,,,,,
10,6xr1ms08,,0,6,6,deception,PayoffThanks,2024-05-01 02:01:15.447850,1,,,5.0,,,,,,,,4czlvtcy,,,,,0,1.0,0.0,deception,2,,5.0,1,2,1,No specific feedback,5,2,2,1,,,,,,,,,,,
1,eq0q9lh0,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:23.474446,1,,,6.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,2,1,1,It was an interesting experiment that made me think about how information is communicated and perceived in decision-making processes.,1,2,2,1
2,s9y6u8vf,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.010181,1,,,5.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,,1,2,2,1
3,ruyiwcl9,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:22.029969,1,,,6.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,,2,2,2,1
4,kr3a7jmr,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.057451,1,,,5.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,The experiment was engaging and presented an interesting dilemma on trust and decision-making.,2,2,2,1
5,jxgsek3h,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.868577,1,,,6.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,1,1,1,"The experiment provided interesting insight into decision-making and collaboration between different roles. However, it would be helpful to understand more about how the decisions impacted the final outcomes.",3,2,2,1
6,jh1qucl0,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.015475,1,,,5.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,No specific feedback,3,2,2,1
7,bneq6vbf,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.217327,1,,,6.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,6.0,2,1,1,N/A,4,2,2,1
8,0eavbrl4,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.680427,1,,,5.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,5.0,1,2,1,The instructions were clear and the decision-making process was engaging. It would be interesting to see how the advice from the accountant affects the decisions of different players in a broader dataset.,4,2,2,1
9,i72vcnwc,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:21.219298,1,,,5.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,1,,5.0,2,1,1,"No specific feedback, but the experiment was thought-provoking.",5,1,1,1
10,9pd5gfla,,0,6,6,fdeception,PayoffThanks,2024-05-01 02:02:20.841874,1,,,6.0,,,,,,,,am8u9qnw,,,,,0,1.0,0.0,fdeception,,,,,,,,,,,,2,,6.0,2,2,1,No specific feedback.,5,1,1,1
