participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.wealth,participant.comprehension_check,participant.comprehension_check1,participant.comprehension_check2,participant.manipulation_check,participant.human_check,participant.feedback,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,trust.1.player.id_in_group,trust.1.player.role,trust.1.player.payoff,trust.1.player.wealth,trust.1.player.comprehension_check,trust.1.player.manipulation_check,trust.1.player.human_check,trust.1.player.feedback,trust.1.group.id_in_subsession,trust.1.group.sent_amount,trust.1.group.sent_back_amount,trust.1.subsession.round_number,trust.2.player.id_in_group,trust.2.player.role,trust.2.player.payoff,trust.2.player.wealth,trust.2.player.comprehension_check,trust.2.player.manipulation_check,trust.2.player.human_check,trust.2.player.feedback,trust.2.group.id_in_subsession,trust.2.group.sent_amount,trust.2.group.sent_back_amount,trust.2.subsession.round_number,trust.3.player.id_in_group,trust.3.player.role,trust.3.player.payoff,trust.3.player.wealth,trust.3.player.comprehension_check,trust.3.player.manipulation_check,trust.3.player.human_check,trust.3.player.feedback,trust.3.group.id_in_subsession,trust.3.group.sent_amount,trust.3.group.sent_back_amount,trust.3.subsession.round_number,trust.4.player.id_in_group,trust.4.player.role,trust.4.player.payoff,trust.4.player.wealth,trust.4.player.comprehension_check,trust.4.player.manipulation_check,trust.4.player.human_check,trust.4.player.feedback,trust.4.group.id_in_subsession,trust.4.group.sent_amount,trust.4.group.sent_back_amount,trust.4.subsession.round_number,trust.5.player.id_in_group,trust.5.player.role,trust.5.player.payoff,trust.5.player.wealth,trust.5.player.comprehension_check,trust.5.player.manipulation_check,trust.5.player.human_check,trust.5.player.feedback,trust.5.group.id_in_subsession,trust.5.group.sent_amount,trust.5.group.sent_back_amount,trust.5.subsession.round_number,trust.6.player.id_in_group,trust.6.player.role,trust.6.player.payoff,trust.6.player.wealth,trust.6.player.comprehension_check,trust.6.player.manipulation_check,trust.6.player.human_check,trust.6.player.feedback,trust.6.group.id_in_subsession,trust.6.group.sent_amount,trust.6.group.sent_back_amount,trust.6.subsession.round_number,trust.7.player.id_in_group,trust.7.player.role,trust.7.player.payoff,trust.7.player.wealth,trust.7.player.comprehension_check,trust.7.player.manipulation_check,trust.7.player.human_check,trust.7.player.feedback,trust.7.group.id_in_subsession,trust.7.group.sent_amount,trust.7.group.sent_back_amount,trust.7.subsession.round_number,trust.8.player.id_in_group,trust.8.player.role,trust.8.player.payoff,trust.8.player.wealth,trust.8.player.comprehension_check,trust.8.player.manipulation_check,trust.8.player.human_check,trust.8.player.feedback,trust.8.group.id_in_subsession,trust.8.group.sent_amount,trust.8.group.sent_back_amount,trust.8.subsession.round_number,trust.9.player.id_in_group,trust.9.player.role,trust.9.player.payoff,trust.9.player.wealth,trust.9.player.comprehension_check,trust.9.player.manipulation_check,trust.9.player.human_check,trust.9.player.feedback,trust.9.group.id_in_subsession,trust.9.group.sent_amount,trust.9.group.sent_back_amount,trust.9.subsession.round_number,trust.10.player.id_in_group,trust.10.player.role,trust.10.player.payoff,trust.10.player.wealth,trust.10.player.comprehension_check,trust.10.player.manipulation_check,trust.10.player.human_check,trust.10.player.feedback,trust.10.group.id_in_subsession,trust.10.group.sent_amount,trust.10.group.sent_back_amount,trust.10.subsession.round_number,ftrust.1.player.id_in_group,ftrust.1.player.role,ftrust.1.player.payoff,ftrust.1.player.wealth,ftrust.1.player.comprehension_check,ftrust.1.player.manipulation_check,ftrust.1.player.human_check,ftrust.1.player.feedback,ftrust.1.group.id_in_subsession,ftrust.1.group.sent_amount,ftrust.1.group.sent_back_amount,ftrust.1.subsession.round_number,ftrust.2.player.id_in_group,ftrust.2.player.role,ftrust.2.player.payoff,ftrust.2.player.wealth,ftrust.2.player.comprehension_check,ftrust.2.player.manipulation_check,ftrust.2.player.human_check,ftrust.2.player.feedback,ftrust.2.group.id_in_subsession,ftrust.2.group.sent_amount,ftrust.2.group.sent_back_amount,ftrust.2.subsession.round_number,ftrust.3.player.id_in_group,ftrust.3.player.role,ftrust.3.player.payoff,ftrust.3.player.wealth,ftrust.3.player.comprehension_check,ftrust.3.player.manipulation_check,ftrust.3.player.human_check,ftrust.3.player.feedback,ftrust.3.group.id_in_subsession,ftrust.3.group.sent_amount,ftrust.3.group.sent_back_amount,ftrust.3.subsession.round_number,ftrust.4.player.id_in_group,ftrust.4.player.role,ftrust.4.player.payoff,ftrust.4.player.wealth,ftrust.4.player.comprehension_check,ftrust.4.player.manipulation_check,ftrust.4.player.human_check,ftrust.4.player.feedback,ftrust.4.group.id_in_subsession,ftrust.4.group.sent_amount,ftrust.4.group.sent_back_amount,ftrust.4.subsession.round_number,ftrust.5.player.id_in_group,ftrust.5.player.role,ftrust.5.player.payoff,ftrust.5.player.wealth,ftrust.5.player.comprehension_check,ftrust.5.player.manipulation_check,ftrust.5.player.human_check,ftrust.5.player.feedback,ftrust.5.group.id_in_subsession,ftrust.5.group.sent_amount,ftrust.5.group.sent_back_amount,ftrust.5.subsession.round_number,ftrust.6.player.id_in_group,ftrust.6.player.role,ftrust.6.player.payoff,ftrust.6.player.wealth,ftrust.6.player.comprehension_check,ftrust.6.player.manipulation_check,ftrust.6.player.human_check,ftrust.6.player.feedback,ftrust.6.group.id_in_subsession,ftrust.6.group.sent_amount,ftrust.6.group.sent_back_amount,ftrust.6.subsession.round_number,ftrust.7.player.id_in_group,ftrust.7.player.role,ftrust.7.player.payoff,ftrust.7.player.wealth,ftrust.7.player.comprehension_check,ftrust.7.player.manipulation_check,ftrust.7.player.human_check,ftrust.7.player.feedback,ftrust.7.group.id_in_subsession,ftrust.7.group.sent_amount,ftrust.7.group.sent_back_amount,ftrust.7.subsession.round_number,ftrust.8.player.id_in_group,ftrust.8.player.role,ftrust.8.player.payoff,ftrust.8.player.wealth,ftrust.8.player.comprehension_check,ftrust.8.player.manipulation_check,ftrust.8.player.human_check,ftrust.8.player.feedback,ftrust.8.group.id_in_subsession,ftrust.8.group.sent_amount,ftrust.8.group.sent_back_amount,ftrust.8.subsession.round_number,ftrust.9.player.id_in_group,ftrust.9.player.role,ftrust.9.player.payoff,ftrust.9.player.wealth,ftrust.9.player.comprehension_check,ftrust.9.player.manipulation_check,ftrust.9.player.human_check,ftrust.9.player.feedback,ftrust.9.group.id_in_subsession,ftrust.9.group.sent_amount,ftrust.9.group.sent_back_amount,ftrust.9.subsession.round_number,ftrust.10.player.id_in_group,ftrust.10.player.role,ftrust.10.player.payoff,ftrust.10.player.wealth,ftrust.10.player.comprehension_check,ftrust.10.player.manipulation_check,ftrust.10.player.human_check,ftrust.10.player.feedback,ftrust.10.group.id_in_subsession,ftrust.10.group.sent_amount,ftrust.10.group.sent_back_amount,ftrust.10.subsession.round_number
1,80h232jv,,0,80,80,trust,Thanks,2024-04-30 00:12:52.677161,1,,,1000.0,1000.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,1,,100.0,0.0,,,,,1,50.0,50.0,1,1,,100.0,0.0,,,,,1,50.0,50.0,2,1,,100.0,0.0,,,,,1,50.0,50.0,3,1,,100.0,0.0,,,,,1,50.0,50.0,4,1,,100.0,0.0,,,,,1,50.0,50.0,5,1,,100.0,0.0,,,,,1,50.0,50.0,6,1,,100.0,0.0,,,,,1,50.0,50.0,7,1,,100.0,0.0,,,,,1,50.0,50.0,8,1,,100.0,0.0,,,,,1,50.0,50.0,9,1,,100.0,0.0,3,1,1,The experiment was well structured and demonstrated the potential for cooperation in decision-making processes.,1,50.0,50.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0vdfhp9i,,0,80,80,trust,Thanks,2024-04-30 00:12:50.597226,1,,,1000.0,1000.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,2,,100.0,0.0,,,,,1,50.0,50.0,1,2,,100.0,0.0,,,,,1,50.0,50.0,2,2,,100.0,0.0,,,,,1,50.0,50.0,3,2,,100.0,0.0,,,,,1,50.0,50.0,4,2,,100.0,0.0,,,,,1,50.0,50.0,5,2,,100.0,0.0,,,,,1,50.0,50.0,6,2,,100.0,0.0,,,,,1,50.0,50.0,7,2,,100.0,0.0,,,,,1,50.0,50.0,8,2,,100.0,0.0,,,,,1,50.0,50.0,9,2,,100.0,0.0,3,2,1,This was an insightful experiment into the dynamics of cooperation and fairness. It would be interesting to see how varying the multiplier affects the decisions.,1,50.0,50.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3cp54fyd,,0,80,80,trust,Thanks,2024-04-30 00:12:50.368302,1,,,1000.0,1000.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,1,,100.0,0.0,,,,,2,50.0,50.0,1,1,,100.0,0.0,,,,,2,50.0,50.0,2,1,,100.0,0.0,,,,,2,50.0,50.0,3,1,,100.0,0.0,,,,,2,50.0,50.0,4,1,,100.0,0.0,,,,,2,50.0,50.0,5,1,,100.0,0.0,,,,,2,50.0,50.0,6,1,,100.0,0.0,,,,,2,50.0,50.0,7,1,,100.0,0.0,,,,,2,50.0,50.0,8,1,,100.0,0.0,,,,,2,50.0,50.0,9,1,,100.0,0.0,3,1,1,The experiment provided valuable insights into cooperative dynamics and how mutual benefit can be maximized through strategic decision-making. It would be interesting to see variations in the multiplier effect or the introduction of more complex decision-making scenarios.,2,50.0,50.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9sslkq3n,,0,80,80,trust,Thanks,2024-04-30 00:12:50.571906,1,,,1000.0,1000.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,2,,100.0,0.0,,,,,2,50.0,50.0,1,2,,100.0,0.0,,,,,2,50.0,50.0,2,2,,100.0,0.0,,,,,2,50.0,50.0,3,2,,100.0,0.0,,,,,2,50.0,50.0,4,2,,100.0,0.0,,,,,2,50.0,50.0,5,2,,100.0,0.0,,,,,2,50.0,50.0,6,2,,100.0,0.0,,,,,2,50.0,50.0,7,2,,100.0,0.0,,,,,2,50.0,50.0,8,2,,100.0,0.0,,,,,2,50.0,50.0,9,2,,100.0,0.0,3,2,2,,2,50.0,50.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,k9ozhgzs,,0,80,80,trust,Thanks,2024-04-30 00:12:51.042269,1,,,1000.0,1000.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,1,,100.0,0.0,,,,,3,50.0,50.0,1,1,,100.0,0.0,,,,,3,50.0,50.0,2,1,,100.0,0.0,,,,,3,50.0,50.0,3,1,,100.0,0.0,,,,,3,50.0,50.0,4,1,,100.0,0.0,,,,,3,50.0,50.0,5,1,,100.0,0.0,,,,,3,50.0,50.0,6,1,,100.0,0.0,,,,,3,50.0,50.0,7,1,,100.0,0.0,,,,,3,50.0,50.0,8,1,,100.0,0.0,,,,,3,50.0,50.0,9,1,,100.0,0.0,3,1,1,No specific feedback.,3,50.0,50.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,xyeiqv5i,,0,80,80,trust,Thanks,2024-04-30 00:12:51.082677,1,,,1000.0,1000.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,2,,100.0,0.0,,,,,3,50.0,50.0,1,2,,100.0,0.0,,,,,3,50.0,50.0,2,2,,100.0,0.0,,,,,3,50.0,50.0,3,2,,100.0,0.0,,,,,3,50.0,50.0,4,2,,100.0,0.0,,,,,3,50.0,50.0,5,2,,100.0,0.0,,,,,3,50.0,50.0,6,2,,100.0,0.0,,,,,3,50.0,50.0,7,2,,100.0,0.0,,,,,3,50.0,50.0,8,2,,100.0,0.0,,,,,3,50.0,50.0,9,2,,100.0,0.0,3,2,1,"My strategy was to maintain fairness by equally sharing the points, ensuring that both participants benefit equally from the experiment.",3,50.0,50.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,t2xr09k6,,0,80,80,trust,Thanks,2024-04-30 00:12:50.674250,1,,,1250.0,1250.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,1,,125.0,0.0,,,,,4,50.0,75.0,1,1,,125.0,0.0,,,,,4,50.0,75.0,2,1,,125.0,0.0,,,,,4,50.0,75.0,3,1,,125.0,0.0,,,,,4,50.0,75.0,4,1,,125.0,0.0,,,,,4,50.0,75.0,5,1,,125.0,0.0,,,,,4,50.0,75.0,6,1,,125.0,0.0,,,,,4,50.0,75.0,7,1,,125.0,0.0,,,,,4,50.0,75.0,8,1,,125.0,0.0,,,,,4,50.0,75.0,9,1,,125.0,0.0,3,1,1,The experiment provided valuable insights into decision making and trust in economic games. It would be interesting to see how the dynamics change with different multipliers or in longer games.,4,50.0,75.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,al36s0oc,,0,80,80,trust,Thanks,2024-04-30 00:12:50.524423,1,,,750.0,750.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,2,,75.0,0.0,,,,,4,50.0,75.0,1,2,,75.0,0.0,,,,,4,50.0,75.0,2,2,,75.0,0.0,,,,,4,50.0,75.0,3,2,,75.0,0.0,,,,,4,50.0,75.0,4,2,,75.0,0.0,,,,,4,50.0,75.0,5,2,,75.0,0.0,,,,,4,50.0,75.0,6,2,,75.0,0.0,,,,,4,50.0,75.0,7,2,,75.0,0.0,,,,,4,50.0,75.0,8,2,,75.0,0.0,,,,,4,50.0,75.0,9,2,,75.0,0.0,3,2,2,No feedback,4,50.0,75.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,es1ldaqd,,0,80,80,trust,Thanks,2024-04-30 00:12:50.573623,1,,,1423.0,1423.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,1,,125.0,0.0,,,,,5,50.0,75.0,1,1,,130.0,0.0,,,,,5,60.0,90.0,2,1,,135.0,0.0,,,,,5,70.0,105.0,3,1,,140.0,0.0,,,,,5,80.0,120.0,4,1,,145.0,0.0,,,,,5,90.0,135.0,5,1,,148.0,0.0,,,,,5,95.0,143.0,6,1,,150.0,0.0,,,,,5,100.0,150.0,7,1,,150.0,0.0,,,,,5,100.0,150.0,8,1,,150.0,0.0,,,,,5,100.0,150.0,9,1,,150.0,0.0,3,1,1,"No specific feedback, the experiment was interesting and the outcomes were insightful regarding cooperative behavior.",5,100.0,150.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,t9tlm9mx,,0,80,80,trust,Thanks,2024-04-30 00:12:50.509544,1,,,1267.0,1267.0,,,,,,,vinj00xz,,,,,0,0.0,trust,1.0,2,,75.0,0.0,,,,,5,50.0,75.0,1,2,,90.0,0.0,,,,,5,60.0,90.0,2,2,,105.0,0.0,,,,,5,70.0,105.0,3,2,,120.0,0.0,,,,,5,80.0,120.0,4,2,,135.0,0.0,,,,,5,90.0,135.0,5,2,,142.0,0.0,,,,,5,95.0,143.0,6,2,,150.0,0.0,,,,,5,100.0,150.0,7,2,,150.0,0.0,,,,,5,100.0,150.0,8,2,,150.0,0.0,,,,,5,100.0,150.0,9,2,,150.0,0.0,3,2,1,The cooperative strategy worked well to maximize mutual gains. Considering alternative strategies or potential disruptions could add depth to future iterations of this experiment.,5,100.0,150.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,gvmwk6ep,,0,0,80,,,,0,,,0.0,0.0,,,,,,,w07ybko0,,,,,1,0.0,trust,1.0,1,,0.0,0.0,,,,,1,,,1,1,,0.0,0.0,,,,,1,,,2,1,,0.0,0.0,,,,,1,,,3,1,,0.0,0.0,,,,,1,,,4,1,,0.0,0.0,,,,,1,,,5,1,,0.0,0.0,,,,,1,,,6,1,,0.0,0.0,,,,,1,,,7,1,,0.0,0.0,,,,,1,,,8,1,,0.0,0.0,,,,,1,,,9,1,,0.0,0.0,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,fupoq07e,,0,0,80,,,,0,,,0.0,0.0,,,,,,,w07ybko0,,,,,1,0.0,trust,1.0,2,,0.0,0.0,,,,,1,,,1,2,,0.0,0.0,,,,,1,,,2,2,,0.0,0.0,,,,,1,,,3,2,,0.0,0.0,,,,,1,,,4,2,,0.0,0.0,,,,,1,,,5,2,,0.0,0.0,,,,,1,,,6,2,,0.0,0.0,,,,,1,,,7,2,,0.0,0.0,,,,,1,,,8,2,,0.0,0.0,,,,,1,,,9,2,,0.0,0.0,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
